Titular,Cuerpo_limpio,Puntaje_de_representatividad
El Kremlin dice que disposición de Putin a hablar con Trump no cambia objetivos en Ucrania,moscú nov efe kremlin declaró hoy disposición presidente ruso vladímir putin diálogo presidente electo unidos donald trump supone cambio objetivos operación militar especial rusia territorio ucraniano presidente putin nunca dicho objetivos operación militar especial cambien contrario repetido repetidamente siguen siendo mismos afirmó portavoz presidencia rusa dmitri peskov rueda prensa telefónica diaria recalcó asunto concierne intereses seguridad rusia rusos viven allí putin intervención ayer club debate valdái habló cambio objetivos sino abierto diálogo solucionar conflicto putin hablado muchas veces disposición diálogo todas partes interesadas aquellos puedan contribuir resolución conflicto recordar falta dijo peskov intervención anoche putin felicitó trump victoria electoral declaró disposición mantener pronto contactos futuro presidente estadounidense celebró cumbre helsinki mediados mandatario ruso subrayó moscú decidido allanar camino arreglo largo plazo forma ucrania convierta independiente soberano aunque renglón seguido aseguró frontera ucrania debe pasar decidan ciudadanos residen llamó territorios históricos rusos decir cuatro regiones ucranianas anexionadas moscú donetsk lugansk jersón zaporiyia junio pasado presidente ruso puso condición paz ucrania retire tropas donbás sur país renuncie planes ingresar otan tras kremlin anunciaría inmediato cese fuego comienzo negociaciones arreglo conflicto,0.12116599658339913
Ucrania trata de contener la escalada rusa por tierra y aire y espera movimientos de Trump,kiev nov efe ucrania sigue tratando contener escalada tierra aire rusia baja pistón ofensiva incrementa ataques aéreos drones bombas aéreas ciudades ucranianas frente retaguardia tiempo kiev esperan incertidumbre primeros movimientos presidente electo eeuu donald trump guerra prometido poner fin inmediato declaraciones medios realizadas jueves noche budapest celebró cumbre comunidad política europea cpe presidente volodímir zelenski explicó informado trump planes lograr solución negociada llamada telefónica felicitó victoria electoral martes seguro final rápido guerra supone pérdidas ucrania dijo zelenski puedo verlo manera ahora quizá sabemos vemos necesitamos tiempo dijo zelenski respuesta pregunta periodista alternativa ayuda eeuu plantearon posibilidad trump cierre grifo ayuda ucrania abogado vehemencia entorno líder republicano presidente ucraniano propuso países europeos transfieran kiev millones dólares activos rusos éstos congelados aplicación sanciones zelenski argumentó defensa posibilidad vista reticencia comunidad internacional precedente sentaría activos cada gobierno países hostiles ucrania derecho recibir dinero compensación daño sufrido agresión rusa llegada capital añadió líder kiev permitiría ucrania seguir comprando armas haciendo frente invasión militar rusa incluso si trump decidiera dejar enviar asistencia mientras pide europa tome medidas audaces llenar vacío supondría hipotética retirada apoyo washington zelenski trata congraciarse presidente electo eeuu destacando importancia liderazgo fuerte trump dice representar mejor vía dar salida guerra términos favorables kiev eeuu conjunto occidente contexto zelenski reactivado últimas horas campaña diplomacia pública eeuu francia reino unido tres países proporcionan misiles mayor alcance ucrania permitan atacar armamento objetivos militares dentro rusia decisiones drásticas salir bloqueo zelenski dirigentes ucranianos mostrado últimas semanas frustración actitud actual administración demócrata eeuu respondido positivamente reclamaciones ucranianos consideran vitales poder defenderse garantías poder dar vuelco guerra favor últimas horas fuerzas rusas lanzado ucrania numerosos misiles bombas aéreas guiadas cerca centenar drones kamikaze shahed destruido varias viviendas provocado muerte decena civiles ciudades zaporiyia odesa járkov zelenski subrayó líderes europeos reunidos budapest destruir bases dentro rusia aviones lanzan bombas aéreas misiles ciudades posiciones ucranianas mejor forma neutralizar ataques siembran diario terror población degradan capacidades ejército según maskim skripchenko centro diálogo transatlántico kiev impaciencia mostrado trump resolver conflicto armado ucrania presenta riesgos oportunidad ucranianos puedan beneficiarse decisiones drásticas llegando presidente joe biden casa blanca especie bloqueo demócratas dijo skripchenko declaraciones efe esperanza aferra administración ucraniana experto viajado varias veces washington últimos meses forjar contactos kiev entorno considera balanza haga nueva administración republicana respecto intereses rusia ucrania inclinará gran medida función equipo asesores elija presidente electo espero nueva administración compuesta neófitos experiencia política exterior sino gente inteligente conocimientos remacha skripchenko teme elección primer tipo asesores permita rusia manipular trump hacia resolución guerra términos propicios moscú marcel gascón,0.1560491036699263
Rusia vuelve a atacar Ucrania con cerca de cien drones Shahed y mata a un civil en Odesa,kiev nov efe fuerzas rusas lanzaron pasada noche nuevo ataque masivo ucrania emplearon cerca centenar drones kamikaze iraníes shahed según informó fuerza aérea ucraniana parte viernes total drones lanzados defensas aéreas ucranianas interceptaron desviaron trayectoria contramedidas guerra radioelectrónica pudo evitar persona muriera nueve resultaran heridas región portuaria mar negro odesa ataque según autoridades región ucraniana drones rusos dañaron varios edificios residenciales explosiones produjeron ataque provocaron desperfectos escuelas ciudad fragmentos drones causaron daños dos conductos distribución gas además odesa defensas aéreas ucranianas activaron regiones járkov sumi noreste jmelntiski oeste rusia ataca diario territorio ucraniano número creciente drones shahed ahora produce propias fábricas tras adquirir tecnología irán,0.10672648996103241
Michel: la UE sigue “fuerte” en su apoyo a Ucrania y no puede ser “débil” con Rusia,budapest nov efe presidente consejo europeo charles michel aseguró jueves ue mantiene fuerte apoyo ucrania defendió puede ser débil frente rusia mandando mensaje equivocado resto mundo incluido china así expresó ex primer ministro belga después cena líderes bloque budapest mantenido primer intercambio victoria donald trump elecciones estadounidenses martes relaciones ambas partes adelante fuerte apoyo ucrania colegas entienden bien apoyar ucrania fortalecer ucrania reforzarnos mismos defendió declaraciones medios michel hizo declaraciones pocas horas después primer ministro hungría viktor orbán anfitrión cita defendiese ue replantearse alcance ayuda kiev eslovaco robert fico sostuviese gobierno apoyará ue asuma responsabilidad financiera completa ucrania caso ee uu deje ayudar kiev mensaje pasar colegas estadounidenses aliados mundo si débiles rusia señal mandando resto mundo incluido china añadió michel michel dijo trump participó forma telemática reunión líderes especulado víspera aseguró conversación futuro presidente transmitió mensaje ue quiere tener cooperación estrecha administración temas posibles incluyendo futuro ucrania futuro apoyo común ucrania presidente consejo insistió ue preparada defender interés europeo ser responsable propio futuro incidió solo debe tomar decisiones importantes sino ejecutarlas líderes dijeron implementar ser efectivos tomar decisiones impacto dijo michel debate mantenido cena líderes europeos ue insistió político belga agenda estratégica clara pasa reforzar base económica mejorar competitividad mostrar ambición seguridad defensa tener mayor compromiso resto mundo,0.12655842671781603
Zelenski: “Hacer concesiones a Putin sería inaceptable para Ucrania y un suicidio para Europa”,elecciones unidos derivadas geopolíticas ucrania asuntos clave tras victoria donald trump siempre defendido podría acabar guerra horas aclarar cómo muchas miradas posaron kiev presidente ucraniano volodímir zelenski llamó líder republicano felicitarle tratar garantizarse apoyo esperamos américa fuerte tipo unidos europa necesita europa fuerte américa necesita dicho líderes europeos reunidos comunidad política europea discurso lanzado varias pullas hacer concesiones putin inaceptable ucrania suicidio europa advertido zelenski referido obstante trump parte discurso pesar gran temor aliados nuevo presidente eeuu imponga ucrania ceder rusia deslizado antiguos asesores dirigido punto ucraniano sido presentes cita comunidad política europea congrega países ue vecinos así reino unido siguiente europa buscar favor kim esperanza deje europa paz ningún líder fuerte ayudado construir europa unida fuerte paz imaginaría siquiera hacer reprochado advertir hacerse ilusiones mostrando debilidad vendiendo posiciones europeas prestigio cualquier país europeo puede comprar paz justa sencillamente funciona así paz recompensa sólo fuertes defendemos palabras rusas sino ataques rusos necesitamos armas suficientes apoyo conversaciones proseguido zelenski discurso bastante duro hecho casa viktor orbán actuaba anfitrión cita budapest hungría ostenta presidencia rotatoria consejo ue semestre afeado forma genérica relación países europeos rusia abrazos ayudarán dicho mencionar nadie tampoco principal aliado putin club comunitario ustedes llevan años abrazándole cosas hacen empeorar agregado guerra visto fracasar ciertos planteamientos europeos ejemplo cuanto cerca país rusia debilita concepto neutralidad agregado zelenski lanzado reproche aliados enfrían entrada país otan rápida adhesión finlandia suecia otan demostró cómo dirigentes europeos alianza conciben realmente seguridad garantizada palabras sino través otan ucrania tomado buena nota ello solo respondemos socios socias personas creen trabajo importa si lees habitualmente crees periodismo valores pedimos colaboración podamos seguir siendo independientes llevará menos minuto puedes hacerlo aquí cuotas van parezca cantidad pequeña sumada muchas personas hace posible personas pequeñas decisiones pueden hacer grandes posible periodismo independiente tampoco citado expresamente paz orbán emprendió verano asumió presidencia consejo ue llevó moscú kiev china washington provocando gran enfado resto socios dejado claro plan paz abiertos cualquier idea constructiva lograr paz justa país corresponde ucrania decidir debe debe figurar orden día poner fin guerra factura guerra debería enviarse rusos ucrania rusia pueda seguir imponiendo falsas pretensiones mundo báltico balcanes cualquier país cualquier dirigente respete derecho internacional mesa debería entender depredadores siempre exigen ganancias sentenciado,0.15956402056714128
"Vucic pide a Europa hablar ya de “una tregua en la guerra de Ucrania, no de quién ganará”",budapest nov efe presidente serbia aleksandar vucic pidió jueves budapest alto fuego guerra ucrania país invadido rusia importar quién saldrá vencedor existe ganador guerra mensaje clave empecemos hablar finalmente tregua quién ganará creo ganador guerra paz beneficiosa mundo europa particular expresó vucic medios serbios llegar cumbre comunidad política europea cpe mandatario serbio mantiene buenas relaciones rusia presidente vladimir putin subrayó personas entienden defensa tregua presidente populista serbia explicó líderes reunidos considerarán escenarios futuro luz victoria donald trump europa actuar estratégicamente responsabilidad tomar decisiones estratégicas dedicarse trivialidades procedimientos burocráticos mirar realidad manera diferente hizo ahora sostuvo serbia país candidato ingresar unión europea ue aplica sanciones rusia adoptó bloque respuesta invasión ilegal ucrania febrero,0.127496712798811
“Un regalo para el Kremlin”: incertidumbre por el futuro de Ucrania tras la victoria de Trump,victoria donald trump sumido ucrania incertidumbre tristeza kremlin diciendo objetivo subyugar vecino variado espera trump probablemente ponga fin ayuda militar estadounidense volodímir zelenski felicitado trump impresionante triunfo electoral valoro compromiso presidente trump idea través fortaleza asuntos globales decía mensaje presidente ucraniano zelenski recordó gran encuentro trump celebraron septiembre nueva york dijo hablado mecanismos ponerle fin agresión rusa ucrania elogió liderazgo decisivo trump recordó fuerte apoyo bipartidista ucrania unidos probable segunda presidencia trump genere consecuencias complicadas ucrania momento rusia avanza campo batalla ritmo veloz asistencia militar eeuu ucrania podría perder terreno provincia donetsk libra encarnizado combate vladímir putin ordenó invasión gran escala país hace casi tres años así muchas líneas frente ministerio asuntos exteriores rusia comunicado moscú tratará trabajar futura administración trump objetivo sigue siendo lograr objetivos fijados operación militar especial término kremlin refiere guerra condiciones cambiado washington bien conocidas decía texto dimitri peskov portavoz kremlin dicho conocimiento ningún plan putin llamar felicitar trump victoria cualquier posible reajuste política rusia eeuu llevará tiempo añadido repetidas ocasiones dicho eeuu puede contribuir terminar conflicto pueda hacerse noche mañana eeuu potestad cambiar trayectoria política exterior dicho peskov rueda prensa diaria trump dijo ocasión podría poner fin década guerra cuestión horas vance vicepresidente escéptico declarado refiere kiev dicho verdaderamente preocupado ocurra ucrania forma u cierto zelenski cada vez harto administración biden presidente saliente unidos concedido ucrania permiso utilizar armas occidentales largo alcance objetivos militares dentro rusia según orysia lutsevych directora foro ucrania centro británico estudios chatham house si zelenski logra trump vea cosas resultado presidenciales estadounidenses podría ser regalo kremlin pesar lutsevych destacó frustración considerable kiev enfoque incrementalista biden esperanza cosas puedan cambiar favor ucrania si trump decide adoptar política mayor intervención manera repentina centro kiev opinión uniforme resultado elecciones eeuu ingeniero combate andriy años dice seguro presidencia trump cambie cosas brigada visto armas estadounidenses dice andriy pasó temporada frente cercano pueblo ahora kiev permiso recibir formación ucrania opción seguir luchando ayuda eeuu dice si hacemos destruidos borrados literalmente invasores rusos añade oksana mujer años pide aumente ayuda europa compensar podrían decírselo lectores afirma varios amigos muerto combates vasyl años contento victoria magnate republicano prometido guerra terminará dice vasyl calle nieto nikita años nikita jugador hockey hielo viene pasar temporada colorado familia simpatizantes trump vasyl dice confia trump llegue acuerdo paz putin rusia debería permitírsele control territorios ocupados cambio paz mejor pueblo muriendo dice rusia fuerza impedir cualquier contraataque efectivo abuelo nieto ponen acuerdo posibilidad ingreso ucrania otan adolescente dice rotundamente vasyl mantiene postura ambigua argumentando importante recuperación económica trump derrotada kamala harris representaban victoria clara ucrania escribe kiev post ex secretaria prensa zelenski iuliia mendel guerra constantemente erosionando mismos cimientos nación ucraniana escribe opinión alto fuego ofrezca ucrania posibilidad recuperarse puede ser mejor podemos aspirar corto plazo asesores trump esbozado posible acuerdo paz consistiría ceder rusia península crimea arrebatada moscú así regiones orientales ucrania bajo ocupación rusa congelando actual línea frente rusia controla torno territorio ucraniano momento entrevista mayo periódico británico the guardian zelenski dejó claro solución inaceptable tampoco dispuesto aceptar ultimátum rusia obligase ucrania abandonar integración europa futura pertenencia otan zelenski reconoció entonces si trump salía reelegido podría imponer país derrota militar ucrania manos desnudas armas podrá luchar ejército ruso multimillonario dijo trump convertirse presidente perdedor puede pasar dijo zelenski haciendo mención graves consecuencias victoria putin ucrania generaría posición unidos mundo así propio trump según matthew savill director ciencias militares centro estudios rusi probable ahora rusia haga valer ventaja numérica campo batalla voluntad trump llegar acuerdo probablemente rápido augura apoyo sostenido unidos especialmente presión ucrania ahora mismo dijo probable moscú propias exigencias cualquier posible negociación mediada trump rusia anexionó formalmente cuatro provincias ucranianas donetsk luhansk zaporiyia jersón si bien controla casi toda provincia luhansk dominio moscú tres solo parcial probable putin exija entrega ucrania significaría ceder ciudades clave zaporiyia jersón solo respondemos socios socias personas creen trabajo importa si lees habitualmente crees periodismo valores pedimos colaboración podamos seguir siendo independientes llevará menos minuto puedes hacerlo aquí cuotas van parezca cantidad pequeña sumada muchas personas hace posible personas pequeñas decisiones pueden hacer grandes posible periodismo independiente exigencias probables incluyen creación zona colchón exigencia reparaciones daños donbass ocupado rusia garantía neutralidad manteniendo ucrania otan condiciones inaceptables kiev mayoría ucranianos traducido francisco zárate,0.17058340801436275
Rusia insta a Occidente a aceptar la realidad en Ucrania y comenzar a negociar un arreglo,moscú nov efe secretario consejo seguridad rusia csr serguéi shoigú instó hoy occidente aceptar realidad terreno comenzar negociar ucrania clara alusión futura administración estadounidense tras victoria republicano donald trump elecciones presidenciales ahora situación teatro operaciones militares favorece régimen kiev occidente enfrenta disyuntiva continuar financiándolo matando población ucraniana reconocer realidades actuales comenzar negociar dijo shoigú reunión homólogos países postsoviética comunidad independientes cei según shoigú ministro defensa rusia mayo pasado incursión lanzada fuerzas ucranianas región kursk parte ocupan hoy objetivo captura central nuclear según informan agencias locales kiev denunciado últimos combates región fronteriza participan lado ruso soldados norcoreanos cuyo número estima extremo moscú confirmado desmentido continúan ataques central nuclear zaporiyia infraestructura energética si intento cometer actos terrorismo nuclear inquirió shoigú colegas cei agregó régimen kiev convertido ahora peligroso terrorista controlado exterior diferencia redes terroristas internacionales propia industria territorio secretario csr aseguró occidente lugar permitir ucrania desarrollarse pacíficamente solo saqueó manera desvergonzada sino medios intentaron convertirla arma asestarle derrota estratégica rusia plan fracasó enfatizó shoigú,0.12209833262450148
Rusia afirma haber causado más de 30.000 bajas al Ejército ucraniano en Kursk,moscú nov efe fuerzas rusas causado bajas ejército ucraniano región kursk parcialmente ocupada ucrania agosto pasado informó miércoles ministerio defensa rusia justo kiev denuncia tropas norcoreanas entrado combate zona total acciones bélicas sector kursk enemigo perdió militares indicó mando castrense parte guerra diario puntualizar fuerzas ucranianas perdieron efectivos última jornada ministerio defensa limitó aseverar continúan acciones ofensivas indicó última jornada repelidos cuatro contraataques enemigos cercanías localidades novoivanovka leonídovo presidente ucrania volodímir zelenski confirmó discurso nación pasada noche primeros combates tropas ucranianas soldados norcoreanos incorporado ejército ruso kursk primeros combates soldados corea norte abren nueva página inestabilidad mundo afirmó llamamiento comunidad internacional haga posible paso ruso expandir guerra fracase según ucrania aliados corea norte desplegado soldados territorio ruso presidente ruso vladímir putin dicho varias ocasiones moscú entablará negociaciones paz kiev expulsión soldados ucranianos kursk,0.134152544938989
La memoria del agua,barranco vuelve barranco decían padres padres viejos llenos sabiduría poblaban tierras hombre comenzara destruirlas hacer cometer atropellos conocemos lamentamos leían mensajes llegaban parte cada vez tierra levantaba castigaba consideraba culpables lloraban tales desatinos volvían predicar vez desastres naturaleza ofrecía castigo maltrataban hacían mensajes parábolas mitos leyendas contenían relato hechos consecuencias acababan siempre mensaje debía permanecer grabado historia humanidad ejemplo debía hacerse repitieran sucesos joven paseaba tierras lejanas procuraba aprender ancianos consejas quedaron grabadas libretas palabras encomiendas mismas hoy repiten amargura descendientes agua olvida decían agua memoria cierto conoce camino aprende aparta olvidamos antigüedad quedaron descritas publicadas barranqueras desbordamientos quedaron fotografiados caminos agua acostumbraba recorrer pesar ello incrédulos soberbios seguimos ignorando consejos lecciones agua daba recuerdo apenas seis años intentar cruzar puente comunicaba ciudad santa cruz palma parte casco viejo puente imaginación infantil semejaba medievales pues bien lado veías pararse gente atreverse cruzarlo aguas corrían debajo llegaban arriba misma cumbre parecía bajar aquel torrente desembocar mar ahí mismo ahí hoy ballena estrepitosa mentirijillas parece haber quedado varada desconcierto niños navegantes ahí llegaban precipitarse mar luego volví verlo correr vi venía lado ciudad bordeaba galeón encallado junto barranco nieves parte norte capital isla vi cómo llevaba delante maderas piedras animales hacían ruido parecía retumbar aire nadie recuerda nadie intentó cruzar barranco nieves aquella mañana pudimos siquiera ir escuela mayores hicieron retroceder encarnación planto dehesa evitarnos daño nadie vio conmigo recuerda ahora susto visión aterradora barranco lleno fango piedras troncos rotos árboles venía arrastrando cumbre pues recuerdo miedo estruendo sentada muro camino viendo aquel espectáculo cosa entonces recuerdo desconsuelo poder llegar quiosco alameda comprarme pirulines rojos allí vendían toda vida anduve pensando doña lola luego resultó sólo vendía pelo azul soñado blanco negro mezclaba edad describirlo cierto recordando caminos barrancos vuelvo agua ruido agua muertos agua puedo culparla culpa carga sino hombre construye casas rotura campos debería hacerlo ser humano infinita soberbia sigue pensando rodea pertenece puede sacrificarlo beneficio así recordamos libros cuentan abuelos narran mientras fuman pipa miran final horizonte cosas leemos reímos ancianos tribu libros dentro cabezas olvidan saben muchas cosas cree saber elsa lópez noviembre,0.08115243577119419
